Month,Package,Low Price,High Price,Price
11,1 1/9 bushel cartons,22.5,22.5,20.25
11,1 1/9 bushel cartons,22.5,22.5,20.25
12,1 1/9 bushel cartons,22.5,22.5,20.25
9,1/2 bushel cartons,19.0,19.0,38.0
9,1/2 bushel cartons,18.0,20.0,38.0
9,1/2 bushel cartons,17.0,19.0,36.0
9,1/2 bushel cartons,19.0,19.0,38.0
9,1/2 bushel cartons,18.0,20.0,38.0
9,1/2 bushel cartons,17.0,19.0,36.0
9,1/2 bushel cartons,19.0,19.0,38.0
9,1/2 bushel cartons,18.0,20.0,38.0
9,1/2 bushel cartons,17.0,19.0,36.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,18.0,35.0
9,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
10,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,18.0,35.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,17.0,34.0
11,1/2 bushel cartons,17.0,18.0,35.0
9,1/2 bushel cartons,19.0,19.0,38.0
9,1/2 bushel cartons,17.0,19.0,36.0
9,1/2 bushel cartons,17.0,19.0,36.0
9,1/2 bushel cartons,17.0,19.0,36.0
9,1 1/9 bushel cartons,20.0,20.0,18.0
9,bushel cartons,19.0,19.0,19.0
10,bushel cartons,19.0,19.0,19.0
10,bushel cartons,19.0,19.0,19.0
10,bushel cartons,19.0,19.0,19.0
10,bushel cartons,19.0,19.0,19.0
10,bushel cartons,19.0,19.0,19.0
11,bushel cartons,19.0,19.0,19.0
9,bushel cartons,20.0,20.0,20.0
9,1/2 bushel cartons,18.0,18.0,36.0
9,1/2 bushel cartons,18.0,18.0,36.0
9,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,18.0,18.0,36.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,17.0,17.0,34.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,21.0,21.0,42.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,bushel cartons,28.0,28.0,28.0
9,bushel cartons,28.0,28.0,28.0
10,bushel cartons,30.0,30.0,30.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,30.0,30.0,30.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,30.0,30.0,30.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,30.0,30.0,30.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,30.0,30.0,30.0
10,bushel cartons,28.0,28.0,28.0
10,bushel cartons,28.0,28.0,28.0
9,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
10,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
11,1 1/9 bushel cartons,16.0,18.0,15.299999999999999
9,bushel cartons,18.0,20.0,19.0
9,bushel cartons,18.0,20.0,19.0
9,bushel cartons,18.0,20.0,19.0
9,bushel cartons,18.0,20.0,19.0
9,1/2 bushel cartons,15.0,18.0,33.0
9,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,15.0,18.0,33.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,15.0,18.0,33.0
10,1/2 bushel cartons,18.0,20.0,38.0
10,1/2 bushel cartons,18.0,20.0,38.0
10,1/2 bushel cartons,15.0,18.0,33.0
10,1/2 bushel cartons,15.0,16.0,31.0
10,1/2 bushel cartons,18.0,18.0,36.0
11,1/2 bushel cartons,15.0,16.0,31.0
11,1/2 bushel cartons,18.0,18.0,36.0
10,1 1/9 bushel crates,18.0,18.0,16.2
10,1 1/9 bushel crates,18.0,18.0,16.2
9,1/2 bushel cartons,24.0,24.0,48.0
9,1/2 bushel cartons,18.0,18.0,36.0
9,1/2 bushel cartons,16.0,20.0,36.0
9,1/2 bushel cartons,24.0,24.0,48.0
9,1/2 bushel cartons,16.0,18.0,34.0
9,1/2 bushel cartons,16.0,18.0,34.0
9,bushel cartons,32.0,32.0,32.0
10,1 1/9 bushel crates,18.0,18.0,16.2
10,1 1/9 bushel crates,18.0,18.0,16.2
10,1 1/9 bushel crates,18.0,18.0,16.2
10,1 1/9 bushel crates,18.0,18.0,16.2
10,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
10,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
11,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
9,1 1/9 bushel cartons,22.0,22.0,19.8
9,1 1/9 bushel cartons,20.0,20.0,18.0
9,1 1/9 bushel cartons,22.0,22.0,19.8
9,1 1/9 bushel cartons,15.0,20.0,15.75
9,1 1/9 bushel cartons,15.0,15.0,13.5
9,1 1/9 bushel cartons,20.0,20.0,18.0
9,1 1/9 bushel cartons,20.0,20.0,18.0
10,bushel cartons,16.0,18.0,17.0
10,bushel cartons,16.0,18.0,17.0
10,bushel cartons,16.0,18.0,17.0
11,bushel cartons,16.0,18.0,17.0
11,bushel cartons,16.0,18.0,17.0
9,1/2 bushel cartons,20.0,26.0,46.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,20.0,20.0,40.0
11,1/2 bushel cartons,20.0,20.0,40.0
11,1/2 bushel cartons,20.0,20.0,40.0
11,1/2 bushel cartons,20.0,20.0,40.0
11,1/2 bushel cartons,20.0,20.0,40.0
11,1/2 bushel cartons,20.0,20.0,40.0
10,bushel baskets,25.0,48.0,36.5
10,bushel baskets,45.0,48.0,46.5
10,bushel baskets,45.0,48.0,46.5
10,bushel baskets,45.0,48.0,46.5
10,bushel baskets,45.0,48.0,46.5
11,bushel baskets,45.0,45.0,45.0
9,bushel baskets,48.0,48.0,48.0
9,bushel baskets,48.0,55.0,51.5
9,bushel baskets,46.0,48.0,47.0
9,bushel baskets,46.0,55.0,50.5
9,1/2 bushel cartons,20.0,26.0,46.0
10,1/2 bushel cartons,20.0,20.0,40.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
10,1/2 bushel cartons,20.0,22.0,42.0
11,1/2 bushel cartons,20.0,22.0,42.0
11,1/2 bushel cartons,20.0,22.0,42.0
10,1 1/9 bushel cartons,12.0,14.0,11.7
10,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
10,1 1/9 bushel cartons,12.0,12.0,10.799999999999999
8,1 1/9 bushel cartons,18.0,20.0,17.099999999999998
9,1 1/9 bushel cartons,18.0,18.0,16.2
9,1 1/9 bushel cartons,18.0,22.0,18.0
9,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,18.0,18.0,36.0
10,1/2 bushel cartons,17.0,18.0,35.0
10,1/2 bushel cartons,15.0,15.0,30.0
10,1/2 bushel cartons,15.0,18.0,33.0
10,1/2 bushel cartons,16.0,18.0,34.0
10,1/2 bushel cartons,16.0,18.0,34.0
11,1/2 bushel cartons,16.0,18.0,34.0
8,1/2 bushel cartons,18.0,20.0,38.0
9,1/2 bushel cartons,16.0,16.0,32.0
9,1/2 bushel cartons,15.0,16.0,31.0
9,1/2 bushel cartons,15.0,18.0,33.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.75,15.75,31.5
9,1/2 bushel cartons,12.5,12.5,25.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.75,30.75
9,1/2 bushel cartons,12.5,15.0,27.5
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.75,30.75
9,1/2 bushel cartons,12.5,15.0,27.5
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,13.75,15.0,28.75
9,1/2 bushel cartons,10.75,15.0,25.75
9,1/2 bushel cartons,12.0,12.0,24.0
9,1/2 bushel cartons,12.0,12.0,24.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,15.0,15.0,30.0
9,1/2 bushel cartons,13.75,15.0,28.75
9,1/2 bushel cartons,10.75,15.0,25.75
9,1/2 bushel cartons,12.0,12.0,24.0
9,1/2 bushel cartons,12.0,12.0,24.0
